gene_id,PIM046_A3,PIM056_A3,PIM242,PIM014,PIM077,PIM137,PIM254,PIM040,PIM053,PIM091,PIM262,PIM068,PIM163,PIM010,PIM025,PIM164
TUBB2B,20.5,5.52,2.13,0.63,,9.79,8.19,1.53,1.09,0.49,16,85.41,1.47,77.75,10.52,583.21
TUBB3,190.63,408.42,3.12,2.78,,8.82,14.25,4.63,97.54,42.1,63.44,1.85,25.97,356.04,39.24,75.68
TUBB4A,0.08,0.05,10.15,0.09,,3.63,6.08,0.77,1.68,0.13,0.09,3.12,0.04,35.79,7.67,9.55
TUBB4B,519.08,385.82,147.6,835.72,,167.19,147.25,399.53,334.77,413.81,307.21,149.34,94.69,344.37,503.42,126.77
TUBB6,132.92,116.6,30.41,279.69,,82,84.38,20.16,5.64,0.86,116.52,67.54,107.31,78.6,240.6,7.58
TUBB8,0.91,1.62,4.74,2.18,,24.98,8.93,0.17,6.98,22.78,2.13,15.21,58.99,1.64,1.57,67.75
TUBD1,13.78,20.82,13.03,11.9,,9.42,16.81,16.24,12.44,18.84,34.56,23.78,24.73,16.37,5.52,17.46
TUBE1,12.69,11.11,9.76,3.63,,13.72,17.33,13.38,7.6,17.35,29.87,26.04,6.72,11,3.79,19.81
TUBG1,114.08,95.8,86.39,82.19,,52.07,96.86,76.58,82.71,142.59,159.07,28.8,38.79,40.65,57.85,251.34
TUBG2,55.87,19.19,32.65,6.57,,30.36,27.44,19.79,1.72,48.95,39.64,9.92,6.44,12.85,35.69,74.61
TUBGCP2,22.74,27.86,46.35,22.78,,66.3,31.55,29.68,49.96,31.31,30.48,19.62,50.24,26.91,32.44,75.52
TUBGCP3,9.14,21.68,37.97,40.54,,46.03,114.83,9.93,32.12,31.56,81.31,45.89,34.28,59.11,16.81,122.61
TUBGCP4,7.6,7.41,8.87,17.69,,10.08,23.92,14.14,9.18,6.87,36.27,6.02,4.02,17.31,9.18,27.41
TUBGCP5,7.6,7.81,13.36,14.25,,11.76,25.15,15.04,28.7,16.05,39.95,7.68,14.67,20.35,9.47,48.53
TUBGCP6,7.93,5.84,3.41,11.79,,3.21,4.53,31.37,2.32,5.91,4.79,2.57,2.46,47.98,43.05,9.71
TUFM,265.46,374.83,132.69,143.25,,137.62,111.71,523.68,166.88,278.38,77.61,84.74,58.29,222.74,180.34,168.33
TUFT1,22.41,13.57,14.44,30.16,,8.45,7.96,6.63,8.93,13.87,11.04,6.73,0.5,18.45,19.42,15.88
TULP1,0.02,0.06,1.04,0,,4.93,1.26,0.06,1.63,4.31,0.74,2.36,0,0.1,0.17,1.51
TULP2,0,0.03,0.37,3.6,,1.15,0.44,0.07,0.11,0,0.65,0.31,0,0,0.39,0
TULP3,26.23,19.71,35.99,70.46,,35.27,240.63,12.64,92.33,62.99,132.42,99.16,30.29,50.3,35.43,117.86
TULP4,3.56,12.77,18.51,45.82,,23.59,24.8,27.63,20.53,36.12,32.63,26.7,30.6,32.6,22.8,23.22
TUSC1,18.44,18.02,2.38,27.62,,1.36,3.22,15.67,1.39,4.07,0.82,1.8,0.52,16.33,24.2,3.54
TUSC2,29.69,21.18,11.6,31.25,,5.85,10.64,33.54,7.17,23.22,14.29,3.29,22.94,22.52,23.58,14.89
TUSC3,63.33,53.31,38.81,11.32,,27.47,30.31,25.19,0.21,45.39,51.43,19.89,40.92,42.99,75.14,169.21
TUSC5,0,0,0,0,,0.53,0.36,0,0.01,0,0,0.07,0,0,0.06,0
TUT1,10.32,17.17,11.71,14.63,,26.99,12.98,17.82,8.43,24.41,16.52,8.05,22.56,17.68,15.97,35.4
TVP23A,0,0.03,1.08,0.08,,4.57,1.26,0,0.38,1.35,1.3,1.38,0,0.08,0,0.4
TVP23B,50.53,71.71,57.58,11.7,,29.85,58.04,15.88,37.75,105.31,44.13,45.93,49.87,24.49,25.6,61.36
TVP23C,2.26,1.76,12.14,6.87,,25.96,11.89,2.08,14.87,15.67,15.93,5.54,10.1,4.47,7.22,12.04
TVP23C-CDRT4,8.2,4.91,3.38,2.46,,4.48,3.48,1.79,4.52,6.65,2.44,1.14,1.22,3.46,6.16,5.16
TWF1,157.74,95.09,78.65,45.77,,147.83,138.42,52.01,83.64,102.28,105.83,113.63,116.36,72.29,53.51,80.64
TWF2,69.12,118.75,35.97,81.8,,12.89,9.52,31.79,10.51,21.47,6.43,1.48,9.14,61.64,52.5,2.84
TWIST1,0.05,13.82,1.64,0.39,,2.44,3.14,0.07,1.9,0.13,0,4.72,37.04,0.67,0.07,32.91
TWIST2,0.09,7.02,0,0,,0.98,0.31,0,0,0,0,0,0,1.28,3.13,0
TWISTNB,12.88,31.31,7.65,15.6,,14.23,10.62,11.48,13.87,13.42,24.71,6.62,47.17,12.85,11.92,17.25
TWNK,12.16,14.91,18.58,12.16,,19.48,11.09,6.84,8.02,4.04,8.03,13.33,4.7,18.24,12.64,11.46
TWSG1,19.67,18.45,3.24,12.4,,11.13,15.64,2.7,12.77,11.95,10.16,11.12,15.29,26.88,33.01,11.6
TXK,0.03,0.48,0.72,0.02,,1.71,0.37,1.45,0.85,0.1,0.03,0.81,0.13,0,0.04,0
TXLNA,28.36,37.99,6.93,26.65,,13.48,26.35,49.64,13.81,23.45,17.76,7.81,29.17,65.4,94.55,37.66
TXLNB,13.61,1.09,5.64,0.14,,7.22,51.76,14.23,3.45,3.88,3.94,2.64,21.28,2.27,1.49,3.52
TXLNG,11.9,20.94,64.71,16.48,,64.69,65.27,10.98,57.6,31.18,59.53,58.34,38.22,29.31,17.91,74.76
TXN,840.14,795.21,870.82,542.58,,712.82,1209.21,258.39,578.35,787.28,658.24,497.16,1461.21,212.67,216.75,114.82
TXN2,109.85,89.52,40.49,67.8,,11.83,22.48,240.75,17.31,20.55,11.5,13.63,35.54,121.75,161.75,42.3
TXNDC11,35.44,31.64,41.17,17.9,,47.97,55.17,37.85,40.59,116.65,160.26,44.85,37.86,66.98,32.32,101.69
TXNDC12,115.83,88.71,37.06,59.7,,144.2,117.51,73.25,56.44,61.53,138.53,76.63,32.76,36.4,47.51,81.41
TXNDC15,17.34,21.21,10.74,8.21,,21.86,16.78,9.5,14.66,45.76,17.25,21.05,11.83,15.98,68.46,36.32
TXNDC16,16.96,8.09,5.64,8.7,,7.35,10.27,4.15,5.37,5.54,12.28,10.58,6.09,19.07,21.68,20.22
TXNDC17,46.01,52.24,53.31,14.66,,58.61,28.5,25.4,61.81,60.8,23.1,15.53,133.12,17.09,20.96,27.25
TXNDC2,0,0.09,3.1,0,,6.38,5.69,0,1.49,0.05,0,5.42,0,0,0,0
TXNDC5,220.14,235.53,60.63,163.51,,35.62,150.87,155.43,88.56,66,171.81,49.25,21.56,107.92,178.36,36.83
TXNDC8,0,0,1.98,0,,2.99,0.33,0,0.33,0,0,0.55,0,0,0,0
TXNDC9,93.74,138.65,45.07,25.07,,69.88,60.87,48.24,60.42,89.33,72.02,62.41,69.31,33.24,20.02,72.37
TXNIP,15.27,14.08,154.99,203.41,,21.93,250.63,124.49,173.56,272.06,169.58,135.93,122.61,232.65,151.27,52.53
TXNL1,148.86,182.53,166.5,101.31,,292.93,212.99,47.89,515.26,238,312.24,363.69,299.22,123.22,146.6,155.01
TXNL4A,262.37,152.63,130.35,225.94,,156.02,52.21,120.25,207.82,84.7,125.83,70.62,506.59,63.04,98.93,95.45
TXNL4B,9.5,28.34,13.3,11.84,,23.01,15.6,14.65,21.05,40.14,39.63,18.93,15.04,18.1,10.95,74.85
TXNRD1,38.54,67.8,44.27,86.14,,53.23,44.17,43.14,70.93,53.23,116.14,67.66,42.83,67.62,34.91,102.49
TXNRD2,20.56,10.84,3.8,19.88,,2.31,3.33,29.17,7.2,3.44,3.22,0.61,3.56,19.75,27.97,10.8
TXNRD3,9.45,9.85,33.29,26.7,,25.49,26.76,10.46,9.27,14.16,23.69,29.42,15.31,10.03,30.75,39.14
TXNRD3NB,0.06,0.08,2.8,0.09,,10.68,3.2,0,1.12,0,0.44,8.54,0.29,0.81,0.4,14.7
TYK2,29.56,25.63,9.66,26.05,,5.82,20.86,37.06,11.85,21.77,20.05,7.18,5.2,67.81,32.2,33.28
TYMP,75.21,217.61,1.57,16.87,,1.88,4.08,37.44,1.14,11.29,0.38,1.12,6.23,19.97,37.39,0.38
TYMS,198.99,82.48,35.33,125.74,,89.73,269.6,113.01,91.94,50.76,398.52,124.38,91.35,99.59,94.46,202.82
TYMSOS,7.2,8.67,2.11,9.25,,6.55,5.77,11.48,6.97,0.9,4.89,3.98,8.35,6.41,10.16,15.4
TYR,0,0,2.71,0,,8.66,5.06,0,1.03,0,0,2.32,0,0,0,0
TYRO3,6.32,4.78,3.49,22.56,,2.61,4.85,33.87,4.25,6.81,10.9,2.55,2.35,25.98,3.88,15.26
TYROBP,0,0,6.6,0.18,,4.7,9.05,0,0.69,0,0,3.96,0.22,0,0,0
TYRP1,0.08,0,1.59,0,,8,1.7,0.2,1.88,3.43,0.45,1.44,9.61,0.26,0.04,0.79
TYSND1,7.93,28.06,14.65,18.33,,15.89,16.18,16.17,6.98,10.62,6.52,8.5,13.26,17.89,25.95,14.15
TYW1,22.79,26.26,48.95,15.83,,87.21,68.94,18.03,34.29,123.72,107.44,54.93,53.42,22.41,25.15,93.76
TYW1B,2.34,9.45,6.33,1.55,,12.47,30.89,2.9,2.68,28.56,31.76,12.93,11.01,2.86,9.86,22.3
TYW3,12.36,6.13,13.63,17.78,,30.18,58.74,13.56,30.83,16.16,88.87,19,61.55,14.68,10.97,27.01
TYW5,6.79,6.29,4.69,1.78,,8.28,7.67,3.47,5.75,4.43,7.79,10.41,14.74,3.78,2.04,8.75
U2AF1,126.86,238.17,500.76,251.93,,291.97,515.63,157.72,626.21,170.38,63.69,707.87,1137.93,260.19,100.42,153.66
U2AF1L4,14.95,14.22,15.31,7.25,,34.67,29.36,11.48,23.71,59.59,34.73,10.03,73.82,14.95,14.25,47.37
U2AF1L5,0,0.16,0,0,,5.11,1.23,0.28,1.03,0,0,2.3,0,0,0,0
U2AF2,85.71,140.99,5.96,111.14,,9.01,6.38,88.45,7.37,7.45,8.72,6,4.68,199.03,187.79,19.94
U2SURP,23.48,26.01,62.54,36.17,,108.53,81.49,19.71,58.34,81.43,132.57,84.22,126.34,158.17,21.89,178.26
UACA,8.33,8.83,23.59,16.09,,52.71,45.94,9.06,28.19,46.72,41.34,67.58,60.64,93.65,31.36,60.92
UAP1,132.09,145.53,162.25,91.66,,126.24,238.92,140.35,83.09,121.84,228.86,93.77,199.14,308.82,168.16,197.62
UAP1L1,20.52,19.53,0.44,4.53,,0.49,0.49,25.62,0.95,4.73,0.47,0.18,1.7,17.37,11.57,2.73
UBA1,58.71,166.73,202.94,155.5,,213.94,245.27,147.13,362.49,249.39,193.68,129.54,155.7,320.19,261.41,168.56
UBA2,117.9,109.37,100.28,140.24,,133.43,390.99,133.8,100.49,91.21,256.63,155.74,195.54,168.74,111.6,294.31
UBA3,107.7,67.3,191.88,60.28,,64.22,90.25,28.77,96.04,162.45,617.83,215.09,68.51,37.18,33.75,77
UBA5,17.32,25.72,18.08,22.06,,33.13,24.93,34.67,10.98,55.25,34.28,27.31,48.04,25.42,16.71,30.67
UBA52,440.64,191.47,282.55,555.91,,167.76,167.25,507.14,193.86,143.79,94.37,220.77,74.86,339.75,214.24,140.56
UBA6,30.62,58.28,27.03,26.74,,53.21,47.88,11.93,31.52,69.15,71.85,33.46,34.21,19.78,18.23,27.17
UBA7,1.83,2.99,9.22,29.17,,7.63,9.05,2.52,0.86,54.77,1.99,0.97,7.09,3.73,14.73,0.64
UBAC1,53.57,60.88,15.91,70.2,,18.27,23.98,41.57,19.8,53.32,39.98,12.13,29.34,44.7,41.8,31.8
UBAC2,72.09,76.94,15.37,51.31,,15.3,32.91,33.65,25.67,29.16,19.93,13.65,13.96,69.05,45.94,27.92
UBALD1,19.79,24.66,8.04,23.99,,8.92,2.96,25.37,5.7,9.22,6.63,3.71,2.64,55.28,37.61,9.19
UBALD2,90.57,32.1,1.82,79.49,,3.85,1.38,90.3,0.47,1.62,2.6,0.76,3.85,50.83,35.75,4.32
UBAP1,84.25,52.31,35.63,43.17,,34.37,88.99,36.41,31.28,72.24,76.84,31.2,51.68,55.08,47.72,18.04
UBAP1L,0.36,0.23,0.48,0.59,,6.01,2.97,0.83,2.54,6.69,1.01,2.26,4.86,6.4,3.04,17.51
UBAP2,33.51,25.54,93.59,53.99,,115.19,172.11,38.57,100.94,188.86,119.8,80.33,42.11,78.22,53.43,145.47
UBAP2L,83.34,80.77,330.72,168.6,,270.27,425.98,33.81,183.34,229.48,217.79,230.68,58.02,153.1,108.82,365.16
UBASH3A,0,0,0.51,0.13,,1.27,0.86,0,0.28,0,0,0.56,0.71,0,0.05,0
UBASH3B,12.89,26.19,4.19,8.88,,16.01,15.84,1.98,0.94,3.57,6.82,2.32,1.88,4.81,19.78,0.02
UBB,735.84,1224.71,1402.44,1281.99,,683.14,641.32,1002.47,2621.62,832.81,272.13,784.64,762.15,1204.23,1656.97,999.38
UBC,1236.53,1294.99,236.4,495.47,,405.85,317.02,770.38,368.3,269.25,164.25,282.76,290.99,1002.07,948.01,148.91
UBD,0.18,2.76,10.81,2.99,,55.15,462.96,0,8.82,7.33,0.92,20.68,0.33,0.11,2.35,0
UBE2A,67.74,139.13,379.09,43.67,,296.36,184.3,38.79,267.79,568.76,226.63,152.61,204.12,72.54,68.13,191.61
UBE2B,36.46,41.15,25.68,16.44,,43.38,37.03,16.36,27.67,58.4,52.08,80.17,36.55,16.17,30.42,52.65
UBE2C,127.23,250.07,148.73,217.6,,348.53,206.84,163.55,199.13,101.04,365.33,84.06,394.04,143.49,106.3,373.73
UBE2D1,18.35,38.79,25.98,8.14,,30.08,28.22,4.36,21.41,4.73,30.99,28.18,29.05,7.49,8.67,25.01
UBE2D2,77.37,89.18,65.02,61.45,,79.54,63.36,66.75,40.92,65.35,68.8,95.97,90.5,61.84,86.32,89.41
UBE2D3,183.76,122.45,113.24,126.57,,228.99,134.78,52.56,91.99,147.59,140.59,178.41,128.74,63.73,109.56,58.78
UBE2D4,11.3,7.94,4.18,19.24,,5.27,5.89,24.75,3.11,8.83,6.55,2.63,3.41,15.7,38.47,10.92
UBE2E1,160.04,82.18,102.71,110.02,,93.14,95.53,66.99,61.4,61.64,99.4,33.52,113.43,29.56,66.36,34.35
UBE2E2,43.27,24.14,27.96,67.12,,3.28,21.58,2.73,1.05,49.27,1.07,10.13,43.96,13.16,35.26,10.32
UBE2E3,126.41,186.4,203.27,53.71,,307.31,398.72,88.58,323.32,151.41,109.14,436.16,370.83,111.02,56.52,492.84
UBE2F,41.09,42.97,21.18,29.81,,13.84,11.41,18.34,18.83,13.52,29.69,16.15,41.71,10.88,19.7,40.69
UBE2G1,19.14,46.41,61.72,29.69,,82.42,52.08,32.97,60.05,86.52,104.36,30.65,48.35,14.06,24.99,30.35
UBE2G2,28.37,71.75,11.14,33.6,,7.08,12.99,54.13,8.74,11.25,6.16,7.25,43.43,53.83,33.24,8.6
UBE2H,180.43,133.96,26.6,55.21,,47.7,41.87,51.53,24.16,58.99,69.78,14.54,18.77,73.68,136.01,13.44
UBE2I,53.89,112.45,92.81,81.76,,76.12,61.18,72.97,77.14,78.32,85.93,83.18,83.05,141.94,50.11,79.28
UBE2J1,39.5,32.95,33.82,62.12,,44.02,86.94,37.61,27.94,16.74,70.58,43.04,27.22,73.87,49.95,23.45
UBE2J2,17.33,44.13,9.36,57.17,,18.58,26.12,38.78,19.39,16.54,8.73,6.76,38.13,43.72,41.28,14.94
UBE2K,36.83,28.64,39.57,54.78,,31.26,21,13.3,44.78,36.5,70.18,26.35,46.74,28.57,21.43,54.75
UBE2L3,104.06,60.9,113.75,72.26,,105.1,116.24,113.71,316.8,74.08,126.19,123.52,266.24,144.51,87.32,137.67
UBE2L6,14.46,24.51,9.16,16.54,,34.63,47.04,8.47,9.49,62.12,1.99,2.21,6.47,4.71,112.07,15.44
UBE2M,140.61,103.13,7.88,43.25,,7.5,3.47,118.58,5.55,12.34,5.09,5.65,5.44,142.76,106.62,21.07
UBE2N,96.79,55.85,35.38,41,,54.5,50.61,31.92,57.66,37.09,73.87,58.79,31.56,42.85,37.04,59.92
UBE2NL,0,0,7.3,0.26,,5.38,9.07,0,1.82,0,0,5.01,0,0,0,0
UBE2O,12.16,26.04,20.38,16.1,,18.26,39.38,39.56,16.99,24.19,30.26,13.62,20.73,23.73,41.21,46.51
UBE2Q1,80.9,84.11,136.75,87.03,,57.05,157.09,15.08,79.72,72.33,70.86,112.29,66.97,64.8,46.1,128.38
UBE2Q2,44.88,32.69,18.1,54.05,,26.29,58.21,10.95,33.05,38.93,50,39.11,35.68,30.94,53.34,28.73
UBE2Q2L,0,0.17,37.89,4.65,,63.73,38.35,0,6.37,10.98,18.56,51.63,25.04,5.82,8.98,67.58
UBE2QL1,4.99,0.03,0.16,0.24,,0.83,0.09,0,0.03,0.05,0,0.19,0.36,11.59,4.69,8.79
UBE2R2,45.76,39.69,82.33,68.17,,74.11,146,27.84,64.88,116.71,88.53,106.29,96.96,72.78,52.34,70.59
UBE2S,241.65,310.54,173.22,191.54,,148.53,110.48,126.48,127.81,85.15,75.51,159.73,491,616.7,251.52,365.4
UBE2T,93.41,140.31,266.94,67.63,,70.04,158.35,93.21,117.42,61.22,141.72,81.05,384.66,42.12,43,260.96
UBE2U,0,0,0.08,0,,1.35,0.33,0.21,0.05,0,0,0.11,0.06,0.17,0.17,0
UBE2V1,157.44,111.41,171.74,136.55,,203.5,430.72,160.86,122.46,197.44,209.19,76.54,305.11,374.84,148.86,164.23
UBE2V2,105.09,127.02,66.65,92.9,,67.11,72.65,35.47,100.87,37.67,52.52,56.55,488.12,87,52.3,22.12
UBE2W,19.69,13.94,12.44,15.52,,22.81,22.02,17.27,32.44,27.38,28.14,23.24,5.51,18.26,12.8,15.9
UBE2Z,64.99,93.7,54.11,114.14,,34.23,104.61,58.28,53.25,92.27,77.4,67.73,35.41,82.73,92.21,111.65
UBE3A,31.9,30.35,43.34,38.53,,53.12,96.2,37.97,105.37,55.71,177.98,58,39.05,36.18,18.71,92.86
UBE3B,13.16,13.37,22.83,15.02,,49.26,33.34,7.49,42.71,72.41,70.77,34.6,16.56,52.75,23.21,124.36
UBE3C,66.9,77.4,59.73,100.33,,80.02,130.48,54.56,40.06,65.53,171.06,33.2,13.69,65.61,124.49,52.47
UBE3D,4.08,4.18,6.93,4.74,,10.53,42.85,8.69,7.69,2.95,21.54,6.77,103.31,6.49,7.33,13.64
UBE4A,42.15,47.28,51.91,27.01,,100.41,110.71,72.78,90.84,158.83,204.37,81.11,39.62,36.59,70.21,86.05
UBE4B,8.11,28.4,44.4,64.06,,56.31,91.37,31.75,47.17,64.63,154.15,51.55,59.79,34.33,28.99,127.54
UBFD1,38.26,31.59,30.57,11.77,,26.03,22.06,45.94,8.44,40.75,23.99,43.91,15.24,104.53,47.34,36.5
UBIAD1,4.08,12.07,6.16,24.27,,3.55,19.2,22.53,15.36,12.63,7.21,5.23,1.64,13.41,15.42,20.17
UBL3,22.71,15.38,13.02,14.67,,29.17,20.85,18.26,51.37,50.33,63.8,40.47,29.93,12.42,12.47,20.79
UBL4A,114.87,60.13,6.27,48.78,,6.95,8.42,54.98,4.8,16.16,4.53,1.57,5.89,58.4,62.97,10.85
UBL4B,0,0,0.09,0.97,,1.95,1.23,0.33,0.69,0,0,0.75,0,0.54,0,1.71
UBL5,1012.42,473.25,237.69,302.49,,106.96,116.01,668.71,193.06,245.51,134.14,124.09,200.79,620.91,294.95,178.68
UBL7,34.96,30.33,24.8,90.01,,24.52,54.23,45.88,41.54,62.06,36.49,29.12,87.59,88.84,63.29,155.34
UBLCP1,51.07,49.72,71.72,10.99,,90.34,119.48,18.41,89.72,103.72,84.65,172.79,107.91,12.02,25.6,86.44
UBN1,13.69,30.59,48.34,28.7,,38.23,39.72,24.03,37.66,81.39,99.33,38.91,53.72,72.8,43.46,83.29
UBN2,4.54,4.63,12.15,6.33,,26.15,24.3,12.41,12.57,17.27,53.39,17.52,9.23,14.55,11.82,40.97
UBOX5,1.3,3.25,3.56,8.07,,3.56,1.83,14.31,3.7,7.89,3.4,1.86,1.91,7.08,10.45,3.39
UBP1,35.37,42.3,90.45,77.33,,46.2,67.4,54.76,38.5,54.49,79,45.98,143.1,42.41,98.12,37.27
UBQLN1,93.87,102.22,227.72,115.15,,144.72,304.53,70.43,173.58,179.07,334.63,243.6,108.25,85.12,75.58,135.07
UBQLN2,27.01,33.64,140.03,37.78,,166.44,107.02,14.09,85.5,129.48,96.58,119.62,58.23,48.84,53.15,143.93
UBQLN3,0,0,1.28,0.14,,5.83,2.23,0,0.68,0.21,0.21,2.56,0,0.04,0,5.35
UBQLN4,47.48,75.16,51.6,161.71,,44.7,35.65,35.5,23.16,30.24,42.32,13.58,16.9,154.71,67.41,28.14
UBQLNL,0.12,0,3.5,0.32,,15.18,6.05,0.2,2.31,1.55,1.7,5.9,2.03,0.46,0.1,14.52
UBR1,4.81,4.68,10.87,3.75,,19.88,19.48,6.72,37.89,39.29,64.42,10.1,14.02,12.22,5.86,74.6
UBR2,8.71,14.81,19.24,16.71,,55.28,43.83,21.27,44.1,54.18,82.1,36.25,31.52,20.72,32.97,72.77
UBR3,9.25,26.02,46.74,10.37,,59.21,40.01,23.41,58.05,54.4,90.13,58.12,66.83,31.05,22.98,98.51
UBR4,8.79,21.87,45.07,30.1,,70.54,101.4,41.24,70.44,88.53,112.38,37.2,82.83,39.85,31.07,211.47
UBR5,26.74,45.91,91.73,73.53,,151.56,105.59,60.32,148.56,141.24,254.11,121.07,98.61,49.15,26.52,82.87
UBR7,32.2,42.45,13,41.29,,15.02,23.41,22.3,14.15,29.12,87.73,10.31,33.8,31.87,45,54.61
UBTD1,11.85,22.33,10.84,7.74,,5.3,4.11,3.96,3.06,5.27,0.99,2.67,6.88,50.3,26.72,0.66
UBTD2,21.27,25.74,24.64,39.2,,29.51,53.77,16.15,14.23,32.67,43.12,46.37,48.16,22.5,39.55,41.65
UBTF,60.9,49.4,38.83,79.34,,35.01,48.34,61.87,51.7,48.78,77.86,27.98,79.44,70.23,60.93,90.39
UBTFL1,0,0,45.35,0,,83.02,24.49,0,10.18,0,0,28.58,0,0,0,1.55
UBXN1,154.66,175.1,127.9,58.45,,138.88,61.77,83.73,63.94,150.57,90.71,43.28,174.72,46.25,90.14,210.49
UBXN10,0.02,0.04,4.08,0,,6.8,3.34,1.3,0.77,9.73,4.34,2.83,1.43,0.13,0.55,30.98
UBXN11,6.5,8.87,6.08,18.62,,5.86,7.07,9.25,7.01,14.99,4.57,1.53,0.23,4.63,11.24,25.7
UBXN2A,19.04,29.6,7.67,47.97,,9.37,18.31,15.11,3.76,5.77,17.33,21.44,15.7,34.2,35.3,12.26
UBXN2B,13.01,21.25,14.02,41.99,,11.83,21.64,14.5,27.29,19.82,34.08,6.72,2.46,16.66,21.5,15.32
UBXN4,70.17,99.31,111.76,80.46,,131.7,117.6,52.08,138.94,66.02,333.53,141.94,120.38,99.17,50.96,181.72
UBXN6,66.26,83.66,20.49,59.38,,9.41,22.11,79.09,27.01,50.38,10.99,10.97,17.44,59.23,82.85,54.21
UBXN7,12.08,7.15,21.39,20.68,,26.99,10.88,15.62,13.36,27.66,53.81,42.8,12.87,49.21,22.36,59.26
UBXN8,8.39,0,4.22,4.45,,6.72,5.13,2.81,2.93,14.08,8.02,4.78,0.86,1.81,4.43,6.6
UCHL1,7.37,1.68,18.4,61.88,,54.52,330.23,1.78,2.27,6.7,49.05,198.43,21.18,14.1,47.93,767.2
UCHL3,81.93,134.56,51,66.35,,60.92,32.33,34.42,76.39,50.65,89.13,51.68,168.37,32.96,65.94,65.27
UCHL5,23.42,38.31,194.06,29.81,,59.84,186.84,15.06,95.6,37.49,137.93,88.29,90.09,30.33,22.25,65.25
UCK1,32.28,30.96,6.79,32.7,,5.06,4.27,24.66,6.66,12.41,5.93,1.19,4.65,21.26,30.01,13.93
UCK2,51.88,37.39,66.99,138.01,,28.06,96.25,63.08,39.15,13.9,69.81,35.27,39.99,47.39,30.84,50.74
UCKL1,62.73,40.56,82.91,26.73,,104.57,70.62,49.23,88.26,80.65,169.59,52.58,182.86,57.93,63.73,218.19
UCMA,0,0,1.22,0,,4.74,0.33,0.24,1.3,0,0,1.2,0,0,0,0
UCN,0.53,2.38,0.95,0.86,,0,0.64,0.37,0.09,1.52,0,0.27,0.71,1.36,1.05,0
UCN2,0.06,0.13,0.71,0,,0.4,0.42,0.77,0.15,0.07,0,0.25,0.14,0.35,0,0
UCN3,0.25,0,0.91,0,,4.04,1.37,0,1.12,0,0,2.35,0,0,0,2.35
UCP1,0.18,0,0.85,0,,1.57,0.67,0,0.59,0,0,0.91,0.32,0,0,0
UCP2,11.33,7.72,25.22,97.26,,168.32,9.06,176.15,238.55,353.82,41.86,33.49,12.04,1.54,54.63,91.74
UCP3,0.23,1.08,6.09,0.7,,7.98,3.9,1.48,1.75,0.93,2.55,3.21,0.94,1.55,1.26,2.86
UEVLD,21.74,14.75,15.22,13.53,,12.51,19.6,5.83,21.3,36.99,76.85,11.94,10.96,6.63,22.74,21.11
UFC1,260.19,281.99,341.19,327.66,,239.02,270.21,104.36,271.14,139.5,159.34,276.03,116.45,179.85,108.81,186.52
UFD1,34.94,55.14,54.2,29.66,,55.87,92.11,113.58,105.25,54.35,91.28,112.59,125,80.89,39.59,136.54
UFL1,19.89,15.95,59.31,29.09,,66.13,53.83,41.32,80.95,83.03,226.1,153.37,44.59,36.76,35.84,75.42
UFM1,141.71,81.67,7.86,52.56,,7.04,10.09,38.5,14.77,14.31,13.57,10.31,17.87,24.73,38.33,7.11
UFSP1,6.01,4.74,1.57,4.09,,4.09,2.39,6.91,1.58,8.31,1.71,2.53,0.65,8.99,13.5,3.96
UFSP2,22.87,22.39,19.17,13.81,,52.23,21.76,14.08,24.73,67.21,41.58,21.32,63.31,10.34,30.41,33.75
UGCG,12.25,15.1,9.87,15.28,,8.01,12.25,12.26,7.04,41.78,33.69,4.13,4.77,7.57,15.33,8.11
UGDH,12.91,15.69,25.46,29.14,,39.74,27,8.52,52.86,39.1,166.11,24.17,40.52,48.31,35.79,114.38
UGGT1,11.07,21.68,27.93,14.55,,25.39,34.71,31.25,43.36,42.35,110.67,31.82,21.82,57.27,26.42,47.5
UGGT2,6.49,9.87,38.74,7.18,,26.7,74.35,4.28,34.65,47.43,36.15,41.56,31.35,9.88,10.03,97.32
UGP2,160.16,167.58,160.54,165.21,,214.76,218.11,87.3,165.93,234.87,240,191.38,195.65,61.85,82.56,80.08
UGT1A1,0,0,0.87,0,,2.03,0.64,0,0.44,0,0,0.83,0,0,0,1.31
UGT1A10,0,0,0.54,0,,1.93,0.8,0.08,0.76,0,0,1.29,0,0,0,0
UGT1A3,0,0,1.76,0,,0.89,1.26,0,1.1,0,0.18,2.2,0,0,0,0
UGT1A4,0,0,1.19,0,,1.26,1.16,0,0.76,0,0,2.27,0,0,0,0
UGT1A5,0,0,0.77,0,,0.89,0.72,0,0.73,0,0.06,0.98,0,0,0,0
UGT1A6,0,0,4.18,0.06,,7.16,4.31,0,1.87,0.21,0.84,5.96,0,0.18,0.04,0
UGT1A7,0,0,0.55,0,,1.28,0.69,0.09,0.63,0,0.06,1.64,0,0,0,0
UGT1A8,0,0,1.75,0,,2.56,1.4,0.08,1.31,0,0.06,2.25,0,0,0,0
UGT1A9,0,0,1.43,0,,4.02,1.31,0,0.51,0,0,2.03,0,0,0,0
UGT2A1,0,0,3.36,0,,7.96,1.59,0.11,1.43,0,0,4.35,0,0,0,0
UGT2A2,0.08,0,0,0,,0,0.51,0.12,0,0,0,0.52,0,0,0,0
